Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-03-10 09:30:00-04:00,19823.03125,19843.556640625,19823.03125,19843.556640625,0,0.0,0.0
2025-03-10 09:31:00-04:00,19835.498046875,19858.458984375,19823.1171875,19852.5390625,11821013,0.0,0.0
2025-03-10 09:32:00-04:00,19839.68359375,19839.68359375,19787.693359375,19795.015625,10323119,0.0,0.0
2025-03-10 09:33:00-04:00,19791.99609375,19791.99609375,19752.515625,19752.515625,7046441,0.0,0.0
2025-03-10 09:34:00-04:00,19773.13671875,19781.55078125,19753.548828125,19781.55078125,6864587,0.0,0.0
2025-03-10 09:35:00-04:00,19792.314453125,19815.34765625,19792.314453125,19815.34765625,7202617,0.0,0.0
2025-03-10 09:36:00-04:00,19815.1796875,19815.1796875,19777.51171875,19794.07421875,6432331,0.0,0.0
2025-03-10 09:37:00-04:00,19788.33203125,19790.712890625,19775.861328125,19790.712890625,6685265,0.0,0.0
2025-03-10 09:38:00-04:00,19803.748046875,19816.779296875,19800.54296875,19808.455078125,6461643,0.0,0.0
2025-03-10 09:39:00-04:00,19805.59375,19816.884765625,19793.435546875,19811.876953125,5317017,0.0,0.0
2025-03-10 09:40:00-04:00,19804.798828125,19822.650390625,19792.685546875,19822.650390625,5305607,0.0,0.0
2025-03-10 09:41:00-04:00,19835.876953125,19848.59375,19825.279296875,19825.548828125,5774792,0.0,0.0
2025-03-10 09:42:00-04:00,19824.296875,19846.2421875,19824.296875,19846.2421875,5470012,0.0,0.0
2025-03-10 09:43:00-04:00,19844.564453125,19854.263671875,19829.896484375,19836.423828125,5165789,0.0,0.0
2025-03-10 09:44:00-04:00,19835.90234375,19861.533203125,19833.96484375,19856.873046875,4329877,0.0,0.0
2025-03-10 09:45:00-04:00,19855.078125,19863.61328125,19842.087890625,19846.662109375,4918486,0.0,0.0
2025-03-10 09:46:00-04:00,19848.359375,19864.69921875,19842.126953125,19842.126953125,4474394,0.0,0.0
2025-03-10 09:47:00-04:00,19824.001953125,19824.001953125,19794.48046875,19802.603515625,4800283,0.0,0.0
2025-03-10 09:48:00-04:00,19807.69921875,19807.69921875,19793.568359375,19793.568359375,2397210,0.0,0.0
2025-03-10 09:49:00-04:00,19809.55078125,19811.5625,19809.55078125,19810.6875,7498072,0.0,0.0
2025-03-10 09:50:00-04:00,19808.90234375,19824.486328125,19808.90234375,19820.8984375,4282644,0.0,0.0
2025-03-10 09:51:00-04:00,19821.60546875,19824.513671875,19777.24609375,19777.24609375,3781240,0.0,0.0
2025-03-10 09:52:00-04:00,19775.01171875,19779.63671875,19761.404296875,19770.234375,6977788,0.0,0.0
2025-03-10 09:53:00-04:00,19765.7265625,19765.7265625,19751.298828125,19753.544921875,4095440,0.0,0.0
2025-03-10 09:54:00-04:00,19750.5625,19750.5625,19720.603515625,19736.517578125,4699541,0.0,0.0
2025-03-10 09:55:00-04:00,19739.7734375,19757.421875,19739.7734375,19757.421875,4919786,0.0,0.0
2025-03-10 09:56:00-04:00,19763.52734375,19782.376953125,19753.544921875,19774.552734375,4706359,0.0,0.0
2025-03-10 09:57:00-04:00,19776.005859375,19783.482421875,19772.951171875,19778.369140625,4246511,0.0,0.0
2025-03-10 09:58:00-04:00,19779.01953125,19790.66796875,19775.904296875,19786.521484375,3168114,0.0,0.0
2025-03-10 09:59:00-04:00,19774.716796875,19774.716796875,19757.0390625,19758.794921875,3875313,0.0,0.0
2025-03-10 10:00:00-04:00,19725.322265625,19736.697265625,19713.25,19736.697265625,6599935,0.0,0.0
