Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-17 08:00:00+00:00,8732.4599609375,8741.1396484375,8725.3095703125,8737.3896484375,0,0.0,0.0
2025-02-17 08:01:00+00:00,8737.6298828125,8740.8203125,8737.349609375,8738.7802734375,0,0.0,0.0
2025-02-17 08:02:00+00:00,8738.490234375,8739.1201171875,8733.6298828125,8735.240234375,0,0.0,0.0
2025-02-17 08:03:00+00:00,8735.08984375,8735.08984375,8733.3701171875,8734.1298828125,0,0.0,0.0
2025-02-17 08:04:00+00:00,8734.2001953125,8736.1298828125,8733.8701171875,8735.6103515625,0,0.0,0.0
2025-02-17 08:05:00+00:00,8735.8603515625,8737.740234375,8735.349609375,8735.7802734375,0,0.0,0.0
2025-02-17 08:06:00+00:00,8735.83984375,8737.4501953125,8733.5498046875,8737.1396484375,0,0.0,0.0
2025-02-17 08:07:00+00:00,8737.6201171875,8737.8603515625,8736.900390625,8737.6298828125,0,0.0,0.0
2025-02-17 08:08:00+00:00,8737.9296875,8739.5498046875,8737.83984375,8739.5498046875,0,0.0,0.0
2025-02-17 08:09:00+00:00,8739.4404296875,8742.1396484375,8739.2900390625,8741.66015625,0,0.0,0.0
2025-02-17 08:10:00+00:00,8741.0595703125,8741.0595703125,8738.759765625,8738.7802734375,0,0.0,0.0
2025-02-17 08:11:00+00:00,8739.16015625,8743.509765625,8739.16015625,8743.01953125,0,0.0,0.0
2025-02-17 08:12:00+00:00,8742.830078125,8743.0703125,8741.4501953125,8742.66015625,0,0.0,0.0
2025-02-17 08:13:00+00:00,8742.5,8743.509765625,8742.2998046875,8742.98046875,0,0.0,0.0
2025-02-17 08:14:00+00:00,8742.91015625,8744.08984375,8742.91015625,8743.6298828125,0,0.0,0.0
2025-02-17 08:15:00+00:00,8743.01953125,8743.259765625,8739.2001953125,8739.2197265625,0,0.0,0.0
2025-02-17 08:16:00+00:00,8739.2197265625,8740.330078125,8738.830078125,8740.330078125,0,0.0,0.0
2025-02-17 08:17:00+00:00,8740.0302734375,8740.0302734375,8739.009765625,8739.3095703125,0,0.0,0.0
2025-02-17 08:18:00+00:00,8739.3095703125,8739.3798828125,8738.3203125,8738.740234375,0,0.0,0.0
2025-02-17 08:19:00+00:00,8738.73046875,8739.83984375,8738.509765625,8738.509765625,0,0.0,0.0
2025-02-17 08:20:00+00:00,8738.3203125,8738.330078125,8736.5302734375,8738.25,0,0.0,0.0
2025-02-17 08:21:00+00:00,8738.3701171875,8740.599609375,8738.3701171875,8739.9697265625,0,0.0,0.0
2025-02-17 08:22:00+00:00,8739.8896484375,8740.3701171875,8738.5595703125,8738.66015625,0,0.0,0.0
2025-02-17 08:23:00+00:00,8738.8896484375,8738.8896484375,8737.8798828125,8738.2802734375,0,0.0,0.0
2025-02-17 08:24:00+00:00,8738.2802734375,8739.150390625,8737.75,8739.150390625,0,0.0,0.0
2025-02-17 08:25:00+00:00,8739.0,8741.330078125,8738.9599609375,8740.73046875,0,0.0,0.0
2025-02-17 08:26:00+00:00,8740.58984375,8740.7998046875,8739.580078125,8739.580078125,0,0.0,0.0
2025-02-17 08:27:00+00:00,8739.4296875,8739.51953125,8738.330078125,8738.6796875,0,0.0,0.0
2025-02-17 08:28:00+00:00,8738.5595703125,8739.580078125,8738.3203125,8739.580078125,0,0.0,0.0
2025-02-17 08:29:00+00:00,8739.3798828125,8740.66015625,8739.2998046875,8740.66015625,0,0.0,0.0
2025-02-17 08:30:00+00:00,8740.58984375,8740.8203125,8739.91015625,8740.0,0,0.0,0.0
2025-02-17 08:31:00+00:00,8740.0,8740.6201171875,8739.7900390625,8740.400390625,0,0.0,0.0
2025-02-17 08:32:00+00:00,8740.3203125,8741.3095703125,8740.08984375,8741.080078125,0,0.0,0.0
2025-02-17 08:33:00+00:00,8740.990234375,8741.8203125,8740.0703125,8741.8203125,0,0.0,0.0
2025-02-17 08:34:00+00:00,8741.9697265625,8743.669921875,8741.9697265625,8743.259765625,0,0.0,0.0
2025-02-17 08:35:00+00:00,8743.259765625,8743.75,8742.5595703125,8742.83984375,0,0.0,0.0
2025-02-17 08:36:00+00:00,8742.8603515625,8744.080078125,8742.849609375,8743.9599609375,0,0.0,0.0
2025-02-17 08:37:00+00:00,8744.009765625,8746.349609375,8743.8701171875,8745.6904296875,0,0.0,0.0
2025-02-17 08:38:00+00:00,8745.650390625,8746.2900390625,8745.5400390625,8745.6103515625,0,0.0,0.0
2025-02-17 08:39:00+00:00,8745.580078125,8745.8798828125,8744.7900390625,8744.83984375,0,0.0,0.0
2025-02-17 08:40:00+00:00,8744.5498046875,8744.8798828125,8744.08984375,8744.41015625,0,0.0,0.0
2025-02-17 08:41:00+00:00,8744.349609375,8744.759765625,8743.7900390625,8744.41015625,0,0.0,0.0
2025-02-17 08:42:00+00:00,8744.5302734375,8745.7099609375,8744.4404296875,8745.6396484375,0,0.0,0.0
2025-02-17 08:43:00+00:00,8745.6103515625,8746.16015625,8745.51953125,8746.1201171875,0,0.0,0.0
2025-02-17 08:44:00+00:00,8746.150390625,8746.150390625,8744.1298828125,8744.16015625,0,0.0,0.0
2025-02-17 08:45:00+00:00,8744.2197265625,8746.009765625,8743.650390625,8746.009765625,0,0.0,0.0
2025-02-17 08:46:00+00:00,8745.900390625,8747.490234375,8745.8603515625,8747.25,0,0.0,0.0
2025-02-17 08:47:00+00:00,8746.8095703125,8746.8798828125,8745.7099609375,8745.73046875,0,0.0,0.0
2025-02-17 08:48:00+00:00,8745.8095703125,8746.1298828125,8745.5703125,8746.08984375,0,0.0,0.0
2025-02-17 08:49:00+00:00,8745.919921875,8747.4599609375,8745.91015625,8747.3603515625,0,0.0,0.0
2025-02-17 08:50:00+00:00,8747.51953125,8747.66015625,8746.6201171875,8746.7001953125,0,0.0,0.0
2025-02-17 08:51:00+00:00,8746.5498046875,8746.5498046875,8745.1796875,8745.259765625,0,0.0,0.0
2025-02-17 08:52:00+00:00,8745.1796875,8745.1796875,8743.919921875,8744.169921875,0,0.0,0.0
2025-02-17 08:53:00+00:00,8744.150390625,8744.150390625,8743.099609375,8743.1904296875,0,0.0,0.0
2025-02-17 08:54:00+00:00,8743.1396484375,8743.4599609375,8742.76953125,8743.3603515625,0,0.0,0.0
2025-02-17 08:55:00+00:00,8743.419921875,8743.5498046875,8742.7998046875,8742.9404296875,0,0.0,0.0
2025-02-17 08:56:00+00:00,8743.0302734375,8743.9501953125,8743.0302734375,8743.1796875,0,0.0,0.0
2025-02-17 08:57:00+00:00,8743.26953125,8743.26953125,8741.8798828125,8741.8798828125,0,0.0,0.0
2025-02-17 08:58:00+00:00,8741.8203125,8741.8603515625,8740.1201171875,8740.4599609375,0,0.0,0.0
2025-02-17 08:59:00+00:00,8740.66015625,8741.3701171875,8740.41015625,8741.0400390625,0,0.0,0.0
2025-02-17 09:00:00+00:00,8740.9404296875,8741.25,8739.7001953125,8739.7001953125,0,0.0,0.0
